# Sensor 01GENA001DP135RN - vertical direction.
# Created: Fri Oct 18 14:04:20 2019. Sampling Rate: 4000.0 Hz. No. of Samples: 20000
# Time [ns]; Acceleration [m/s2]
1.138750000000000000e+09;-2.179712436497111287e-04
1.139000000000000000e+09;-1.921320996905456096e-04
1.139250000000000000e+09;-6.363552773737600569e-06
1.139500000000000000e+09;1.061221483024503962e-04
1.139750000000000000e+09;4.057700266778444491e-05
1.140000000000000238e+09;-3.767197962133589937e-05
1.140250000000000000e+09;4.479834992667329740e-05
1.140500000000000000e+09;1.969718002677253732e-04
1.140750000000000000e+09;1.899238478649868146e-04
1.141000000000000000e+09;-1.631300063078484748e-05
1.141250000000000000e+09;-1.999706979981609499e-04
1.141500000000000000e+09;-1.677912425934590269e-04
1.141750000000000000e+09;-1.972925055008138771e-05
1.142000000000000238e+09;1.369518854888351734e-05
1.142250000000000000e+09;-8.560382730939751603e-05
1.142500000000000000e+09;-1.150778824224730736e-04
1.142750000000000000e+09;4.766915520910221710e-05
1.143000000000000000e+09;2.444676002357370386e-04
1.143250000000000000e+09;2.273643536777531816e-04
1.143500000000000000e+09;2.187486344078912038e-05
1.143750000000000000e+09;-1.114101524702917418e-04
1.144000000000000238e+09;-5.670223882921965932e-05
1.144250000000000000e+09;2.641498691144401466e-05
1.144500000000000000e+09;-4.260147965278716865e-05
1.144750000000000000e+09;-1.934093581029339886e-04
1.145000000000000000e+09;-1.969423560102104330e-04
1.145250000000000000e+09;-4.665145553499415698e-07
1.145500000000000000e+09;1.878766032044503257e-04
1.145750000000000000e+09;1.723820214498538058e-04
1.146000000000000238e+09;2.349985314534202074e-05
1.146250000000000000e+09;-2.896531169518380114e-05
1.146500000000000000e+09;7.170064746047090615e-05
1.146750000000000000e+09;1.280365434513263041e-04
1.147000000000000000e+09;-1.123618397603470759e-05
1.147250000000000000e+09;-2.065554199538718655e-04
1.147500000000000000e+09;-2.108682064194136946e-04
1.147750000000000000e+09;-2.522364759639298312e-05
1.148000000000000238e+09;1.055654965194597125e-04
1.148250000000000000e+09;4.811875088262931784e-05
1.148500000000000000e+09;-5.599807702202288254e-05
1.148750000000000000e+09;-1.578764879903412689e-05
1.149000000000000000e+09;1.411913428399239685e-04
1.149250000000000000e+09;1.904600702779229017e-04
1.149500000000000000e+09;2.950268367176676830e-05
1.149750000000000000e+09;-1.480829387012904546e-04
1.150000000000000238e+09;-1.290300861366976582e-04
1.150250000000000000e+09;2.284778392175519385e-05
1.150500000000000000e+09;7.371946812845481343e-05
1.150750000000000000e+09;-4.712664382178472606e-05
1.151000000000000000e+09;-1.420457409273060128e-04
1.151250000000000000e+09;-4.174989823537880702e-05
1.151500000000000000e+09;1.366012604397835381e-04
1.151750000000000000e+09;1.624300281508272114e-04
1.152000000000000238e+09;1.135965605842963068e-05
1.152250000000000000e+09;-1.061875242853867299e-04
1.152500000000000000e+09;-3.444357214702658995e-05
1.152750000000000000e+09;1.000560650855466041e-04
1.153000000000000000e+09;7.351074209853810304e-05
1.153250000000000000e+09;-9.260058244045918558e-05
1.153500000000000000e+09;-1.678686457296981729e-04
1.153750000000000000e+09;-5.017421499456484624e-05
1.154000000000000000e+09;1.023414663950035519e-04
1.154250000000000000e+09;9.468982180694504635e-05
1.154500000000000000e+09;-3.964207355233384457e-05
1.154750000000000000e+09;-8.778547136746144832e-05
1.155000000000000000e+09;4.110279619007730837e-05
1.155250000000000000e+09;1.708326159861286617e-04
1.155500000000000000e+09;9.799941009347078668e-05
1.155750000000000000e+09;-9.443399082789064990e-05
1.156000000000000000e+09;-1.529717339735656915e-04
1.156250000000000000e+09;-3.306254519830216341e-05
1.156500000000000000e+09;6.082399922871876681e-05
1.156750000000000000e+09;-1.473919917582359759e-05
1.157000000000000000e+09;-1.433161523052893602e-04
1.157250000000000000e+09;-1.121354528086816597e-04
1.157500000000000000e+09;7.711588327350767547e-05
1.157750000000000000e+09;2.014894498950743011e-04
1.158000000000000000e+09;1.218638143737846573e-04
1.158250000000000000e+09;-3.360981458682976177e-05
1.158500000000000000e+09;-4.720151146081558510e-05
1.158750000000000000e+09;6.776110125950772717e-05
1.159000000000000000e+09;8.120822624527357272e-05
1.159250000000000000e+09;-8.536753839091042423e-05
1.159500000000000000e+09;-2.297399121551777152e-04
1.159750000000000000e+09;-1.684292712451626118e-04
1.160000000000000000e+09;2.245470023731083254e-05
1.160250000000000000e+09;1.227134224043754636e-04
1.160500000000000000e+09;5.223413733984937437e-05
1.160750000000000000e+09;-2.447191976709619550e-05
1.161000000000000000e+09;5.504172726958532426e-05
1.161250000000000000e+09;1.900580067662231904e-04
1.161500000000000000e+09;1.586050952397571379e-04
1.161750000000000000e+09;-5.110624318941793900e-05
1.162000000000000000e+09;-2.075463011417344819e-04
1.162250000000000000e+09;-1.508994990809145280e-04
1.162500000000000000e+09;-3.999187137707339429e-06
1.162750000000000000e+09;2.336284816489407289e-05
1.163000000000000000e+09;-7.118071118216761967e-05
1.163250000000000000e+09;-8.902735925306508118e-05
1.163500000000000000e+09;7.287931533425732718e-05
1.163750000000000000e+09;2.395509289991129293e-04
1.164000000000000000e+09;1.917834244351243925e-04
1.164250000000000000e+09;-1.811295588661763050e-05
1.164500000000000000e+09;-1.368026585626277395e-04
1.164750000000000000e+09;-6.364129432407765192e-05
1.165000000000000000e+09;2.133000033108383122e-05
1.165250000000000000e+09;-4.992250393495654271e-05
1.165500000000000000e+09;-1.762456660644286049e-04
1.165750000000000000e+09;-1.462257700681363363e-04
1.166000000000000000e+09;5.720108849020382217e-05
1.166250000000000000e+09;2.226719859013651006e-04
1.166500000000000000e+09;1.714826100194525769e-04
1.166750000000000000e+09;3.622733627888496656e-07
1.167000000000000000e+09;-4.835642071768894750e-05
1.167250000000000238e+09;4.809258595497505837e-05
1.167500000000000000e+09;7.394633439259853112e-05
1.167750000000000000e+09;-7.695585097914776885e-05
1.168000000000000000e+09;-2.368370549324987854e-04
1.168250000000000000e+09;-1.911820796890757864e-04
